---,Name,Star,SemiMajorAu,Eccentricity,InclinationDeg,PeriodDays,RadiusEarth,MassEarth,EqTempK,DiscoveryYear
GJ_27_1_b,GJ 27.1 b,GJ_27_1,0.101,0.08,90,15.819,3.66,13,387.13,2014
GJ_273_c,GJ 273 c,GJ_273,0.036467,0.17,90,4.7234,1.06,1.18,462.26,2017
GJ_273_b,GJ 273 b,GJ_273,0.091101,0.1,90,18.6498,1.51,2.89,292.47,2017
GJ_3021_b,GJ 3021 b,GJ_3021,0.49,0.511,90,133.71,13.1,1071.04,350,2000
GJ_3082_b,GJ 3082 b,GJ_3082,0.079,0.22,90,11.949,2.79,8.2,457.53,2020
GJ_3090_b,GJ 3090 b,GJ_3090,0.0316,0.25,86.9,2.8531,2.18,4.52,723,2022
GJ_3090_c,GJ 3090 c,GJ_3090,0.0997,0,90,15.9407,3.14,10,407.2,2026
GJ_3138_b,GJ 3138 b,GJ_3138,0.0197,0.19,90,1.22003,1.18,1.78,902.98,2017
GJ_3138_c,GJ 3138 c,GJ_3138,0.057,0.11,90,5.974,1.88,4.18,530.85,2017
GJ_3138_d,GJ 3138 d,GJ_3138,0.698,0.32,90,257.8,3.23,10.5,151.7,2017
GJ_317_b,GJ 317 b,GJ_317,1.138,0.0826,45,695.69,13.3,794.5,100.32,2007
GJ_317_c,GJ 317 c,GJ_317,5.04,0.217,90,6500,13.6,454.495,47.67,2016
GJ_3222_b,GJ 3222 b,GJ_3222,0.091,0.929,90,10.6667,3.4,11.4418,811.06,2022
GJ_328_c,GJ 328 c,GJ_328,0.657,0,90,241.8,4.91,21.4,184.01,2023
GJ_328_b,GJ 328 b,GJ_328,4.11,0.227,90,3771,13.3,797.749,73.57,2013
GJ_3293_e,GJ 3293 e,GJ_3293,0.08208,0.21,90,13.2543,1.63,3.28,370.79,2017
GJ_3293_b,GJ 3293 b,GJ_3293,0.14339,0.06,90,30.5987,5.19,23.54,280.54,2015
GJ_3293_d,GJ 3293 d,GJ_3293,0.19394,0.12,90,48.1345,2.67,7.6,241.22,2017
GJ_3293_c,GJ 3293 c,GJ_3293,0.36175,0.11,90,122.62,4.87,21.09,176.62,2015
GJ_3323_b,GJ 3323 b,GJ_3323,0.03282,0.23,90,5.3636,1.23,2.02,290.06,2017
GJ_3323_c,GJ 3323 c,GJ_3323,0.1264,0.17,90,40.54,1.32,2.31,147.8,2017
GJ_3341_b,GJ 3341 b,GJ_3341,0.089,0.31,90,14.207,2.46,6.6,377.62,2015
GJ_3378_b,GJ 3378 b,GJ_3378,0.09673,0,90,21.45,1.32,2.3,272,2026
GJ_338_B_b,GJ 338 B b,GJ_338_B,0.142,0.109,90,24.422,3.25,10.6,391,2020
GJ_341_b,GJ 341 b,GJ_341,-1,0,89.24,7.57686,0.88,4,629,2025
GJ_3470_b,GJ 3470 b,GJ_3470,0.0355,0.017,89.13,3.33665,4.57,13.9,593.5,2012
GJ_3473_b,GJ 3473 b,GJ_3473,0.01589,0,87.95,1.198,1.264,1.86,773,2020
GJ_3473_c,GJ 3473 c,GJ_3473,0.0876,0,90,15.509,2.63,7.41,329.1,2020
GJ_3512_b,GJ 3512 b,GJ_3512,0.3376,0.4279,90,203.109,14.3,146.519,97.19,2019
GJ_3512_c,GJ 3512 c,GJ_3512,1.731,0.089,90,2354,14.3,143.976,42.92,2020
GJ_357_b,GJ 357 b,GJ_357,0.036,0,89.228,3.9306,1.2,1.83,518,2019
GJ_357_c,GJ 357 c,GJ_357,0.061,0,90,9.1247,1.66,3.4,401.2,2019
GJ_357_d,GJ 357 d,GJ_357,0.204,0,90,55.661,2.34,6.1,219.6,2019
GJ_3634_b,GJ 3634 b,GJ_3634,0.0287,0.08,59,2.64561,2.83,8.4,656.45,2010
GJ_367_b,GJ 367 b,GJ_367,0.0071,0,78.6,0.321923,0.736,0.503,1329,2021
GJ_367_c,GJ 367 c,GJ_367,-1,0.09,90,11.5301,1.86,4.13,-1,2023
GJ_367_d,GJ 367 d,GJ_367,-1,0.14,90,34.369,2.33,6.03,-1,2023
GJ_3779_b,GJ 3779 b,GJ_3779,0.026,0.07,90,3.0232,2.75,8,526.94,2018
GJ_3929_b,GJ 3929 b,GJ_3929,0.0252,0,88.442,2.61624,1.09,1.75,568,2022
GJ_3929_c,GJ 3929 c,GJ_3929,0.081,0,90,15.04,2.26,5.71,317,2022
GJ_393_b,GJ 393 b,GJ_393,0.05402,0,90,7.02679,1.17,1.71,485,2021
GJ_3942_b,GJ 3942 b,GJ_3942,0.0608,0.121,90,6.905,2.57,7.14,590,2017
GJ_3988_b,GJ 3988 b,GJ_3988,0.0405,0,90,6.9442,1.74,3.69,348,2023
GJ_3998_b,GJ 3998 b,GJ_3998,0.03,0,90,2.65033,1.39,2.5,733.5,2016
GJ_3998_c,GJ 3998 c,GJ_3998,0.09,0,90,13.727,2.5,6.82,423.49,2016
GJ_3998_d,GJ 3998 d,GJ_3998,0.189,0,90,41.78,2.34,6.07,292.23,2025
GJ_411_b,GJ 411 b,GJ_411,0.07879,0.063,90,12.9394,1.45,2.69,349.83,2019
HD_95735_c,HD 95735 c,GJ_411,2.94,0.132,90,2946,3.76,13.6,63.49,2021
GJ_414_A_b,GJ 414 A b,GJ_414_A,0.2324,0.45,90,50.8,2.63,7.6,308.6,2021
GJ_414_A_c,GJ 414 A c,GJ_414_A,1.4,0.105,90,749.83,8.4,53.83,124.7,2021
GJ_422_b,GJ 422 b,GJ_422,0.111,0.11,90,20.129,3.33,11.07,292.68,2014
GJ_4274_b,GJ 4274 b,GJ_4274,0.0153,0,90,1.6339,1.53,2.97,548.53,2026
GJ_4274_c,GJ 4274 c,GJ_4274,0.186,0,90,69.57,2.83,8.39,157.32,2026
GJ_4276_b,GJ 4276 b,GJ_4276,0.082,0.37,90,13.352,4.22,16.57,363.86,2019
GJ_433_b,GJ 433 b,GJ_433,0.062,0.04,90,7.3705,2.33,6.043,473.94,2013
GJ_433_d,GJ 433 d,GJ_433,0.178,0.07,90,36.059,2.14,5.223,279.71,2020
GJ_433_c,GJ 433 c,GJ_433,4.819,0.12,90,5094.1,6.27,32.422,53.76,2014
GJ_436_b,GJ 436 b,GJ_436,0.0291,0.13827,86.44,2.64388,4.17,22.1,686,2004
GJ_463_b,GJ 463 b,GJ_463,3.53,0.146,152,3459,13.1,1080.62,63.55,2022
GJ_480_b,GJ 480 b,GJ_480,0.068,0,90,9.5536,2.91,8.8,406,2020
GJ_486_b,GJ 486 b,GJ_486,0.01714,0.00086,89.39,1.46712,1.289,2.77,696.3,2021
GJ_504_b,GJ 504 b,GJ_504,43.5,0,90,-1,12.1057,1271.3,510,2013
GJ_508_2_b,GJ 508.2 b,GJ_508_2,4.85,0.27,90,5300,-1,587.983,59.3,2025
GJ_514_b,GJ 514 b,GJ_514,0.422,0.45,90,140.43,2.13,5.2,202,2022
GJ_536_b,GJ 536 b,GJ_536,0.0668,0,90,8.70874,2.41,6.37,451,2016
GJ_536_c,GJ 536 c,GJ_536,0.1617,0,90,32.761,2.3,5.89,290.5,2025
GJ_581_e,GJ 581 e,GJ_581,0.02799,0.012,47,3.1481,1.38,2.48,554.37,2009
GJ_581_b,GJ 581 b,GJ_581,0.0399,0.0342,47,5.3686,4.79,20.5,464.32,2005
GJ_581_c,GJ 581 c,GJ_581,0.0718,0.032,47,12.9211,2.5,6.81,346.13,2007
GJ_625_b,GJ 625 b,GJ_625,0.078361,0.13,90,14.628,1.49,2.82,335.59,2017
GJ_649_b,GJ 649 b,GJ_649,1.112,0.083,90,600.1,10.8,81.9997,120.74,2009
GJ_667_C_b,GJ 667 C b,GJ_667_C,0.050431,0.2,90,7.203,2.25,5.68,-1,2012
GJ_667_C_c,GJ 667 C c,GJ_667_C,0.125,0.02,90,28.14,1.77,3.8,-1,2013
GJ_667_C_f,GJ 667 C f,GJ_667_C,0.156,0.03,90,39.026,1.45,2.7,-1,2013
GJ_667_C_e,GJ 667 C e,GJ_667_C,0.213,0.02,90,62.24,1.45,2.7,-1,2013
GJ_667_C_g,GJ 667 C g,GJ_667_C,0.549,0.08,90,256.2,1.99,4.6,-1,2013
GJ_674_b,GJ 674 b,GJ_674,0.039,0.2,90,4.6938,3.33,11.09,530.8,2007
GJ_676_A_d,GJ 676 A d,GJ_676_A,0.039,0.192,90,3.60076,1.78,3.81394,757.36,2012
GJ_676_A_e,GJ 676 A e,GJ_676_A,0.181,0.152,90,35.4736,2.47,6.6744,351.55,2012
GJ_676_A_b,GJ 676 A b,GJ_676_A,1.735,0.319,48.919,1051.45,12.8,1840.86,113.55,2010
GJ_676_A_c,GJ 676 A c,GJ_676_A,9.726,0.295,33.69,13921.4,12.3,4288.14,47.96,2016
GJ_680_b,GJ 680 b,GJ_680,10.138,0.381,21.984,17281.7,12,7977.49,36.57,2022
GJ_682_b,GJ 682 b,GJ_682,0.08,0.08,90,17.478,1.93,4.4,281.93,2014
GJ_682_c,GJ 682 c,GJ_682,0.176,0.1,90,57.32,2.89,8.7,190.08,2014
GJ_685_b,GJ 685 b,GJ_685,0.1344,0,90,24.16,2.95,9,368.84,2019
GJ_687_b,GJ 687 b,GJ_687,0.163,0.17,90,38.142,4.32,17.2,263.65,2014
GJ_687_c,GJ 687 c,GJ_687,1.165,0.4,90,727.562,4.14,16,98.62,2020
GJ_720_A_b,GJ 720 A b,GJ_720_A,0.119,0.12,90,19.466,3.77,13.64,401,2021
GJ_724_b,GJ 724 b,GJ_724,0.04685,0.577,90,5.10128,3.27,10.75,611,2023
GJ_740_b,GJ 740 b,GJ_740,0.029,0.24,90,2.37756,1.53,2.96,829,2021
GJ_806_b,GJ 806 b,GJ_806,0.01406,0,87.7,0.926324,1.331,1.9,940,2023
GJ_806_c,GJ 806 c,GJ_806,0.0523,0,90,6.64064,2.28,5.8,490,2023
GJ_832_b,GJ 832 b,GJ_832,3.7,0.05,51,3853,13.8,314.65,57.84,2008
GJ_849_b,GJ 849 b,GJ_849,2.32,0.029,90,1925.31,13.9,283.821,73.63,2006
GJ_849_c,GJ 849 c,GJ_849,4.95,0.092,90,5990,13.8,314.65,50.41,2014
GJ_86_b,GJ 86 b,GJ_86,0.11,0.04,90,15.7649,12.9,1404.81,661.12,1999
GJ_876_d,GJ 876 d,GJ_876,0.0208066,0.207,59,1.93778,2.51,6.83,603.09,2005
GJ_876_c,GJ 876 c,GJ_876,0.12959,0.25591,59,30.0881,14,226.985,241.66,2000
GJ_876_b,GJ 876 b,GJ_876,0.208317,0.0324,59,61.1166,13.3,723.223,190.6,1998
GJ_876_e,GJ 876 e,GJ_876,0.3343,0.055,59,124.26,3.92,14.6,150.46,2010
GJ_887_e,GJ 887 e,GJ_887,0.0417,0,90,4.4249,1.12,1.46,544,2026
GJ_887_b,GJ 887 b,GJ_887,0.0683,0.14,90,9.2619,1.8,3.9,426,2020
GJ_887_c,GJ 887 c,GJ_887,0.121,0.17,90,21.784,2.43,6.5,320,2020
GJ_887_d,GJ 887 d,GJ_887,0.212,0,90,50.77,2.34,6.1,241,2026
GJ_896_A_b,GJ 896 A b,GJ_896_A,0.63965,0.35,69.2,284.39,13.3,718.292,126.7,2022
GJ_900_b,GJ 900 b,GJ_900_A,12000,0,90,-1,12.4,3496.11,1.48,2024
GJ_9066_c,GJ 9066 c,GJ_9066,0.88,0.46,90,771.36,9.6,66.744,65.66,2020
GJ_9404_b,GJ 9404 b,GJ_9404,0.0943,0.49,90,13.4586,3.48,11.9,473.5,2023
GJ_96_b,GJ 96 b,GJ_96,0.291,0.44,90,73.94,4.67,19.66,257.81,2018
GJ_9689_b,GJ 9689 b,GJ_9689,0.1139,0.29,90,18.27,3.07,9.65,453.04,2020
GJ_9714_b,GJ 9714 b,GJ_9714,12.319,0.155,155.326,19240.8,12.5,2988.54,47.68,2022
GJ_9773_b,GJ 9773 b,GJ_9773,2.921,0.218,90,2965,14.2,172.581,59.89,2025
GJ_9827_b,GJ 9827 b,GJ_9827,0.0189,0,87.6,1.20897,1.44,4.28,1035.01,2017
GJ_9827_c,GJ 9827 c,GJ_9827,0.0395,0,89.09,3.6481,1.13,1.86,715.94,2017
GJ_9827_d,GJ 9827 d,GJ_9827,0.053,0,87.41,6.20183,1.98,3.02,675,2017
GPX_1_b,GPX-1 b,GPX_1,0.0338,0,79.9,1.74458,16.4772,6261.22,2300,2021
GQ_Lup_b,GQ Lup b,GQ_Lup,100,0,90,-1,33.6,6356,2650,2004
GSC_06214_00210_b,GSC 06214-00210 b,GSC_06214_00210,320,0,90,-1,20.1762,5000,2300,2010
GU_Psc_b,GU Psc b,GU_Psc,2000,0,90,-1,14.179,3591.3,1050,2014
Gaia_1_b,Gaia-1 b,Gaia_1,0.04047,0,85.73,3.05252,13.7758,533.952,1159.07,2022
Gaia_2_b,Gaia-2 b,Gaia_2,0.0467,0,85.21,3.69152,14.8183,259.666,1213.23,2022
Gaia_4_b,Gaia-4 b,Gaia_4,-1,0.338,116.9,571.3,12.4,3750.38,-1,2025
Gaia_5_b,Gaia-5 b,Gaia_5,-1,0.6423,129.7,358.62,12.1,6633.08,-1,2025
Gaia22dkvL_b,Gaia22dkvL b,Gaia22dkvL,1.4,0,90,-1,14.1,187.837,-1,2024
Gaia23braL_b,Gaia23braL b,Gaia23braL,4.847,0,90,-1,13.5,518.06,129.2,2026
Gl_378_b,Gl 378 b,Gl_378,0.039435,0.109,90,3.822,3.66,13.02,830,2019
Gl_410_b,Gl 410 b,Gl_410,0.0531,0,90,6.02,2.83,8.4,592.44,2025
Gl_49_b,Gl 49 b,Gl_49,0.0905,0.363,90,13.8508,2.24,5.63,435.99,2019
Gl_686_b,Gl 686 b,Gl_686,0.091,0.05,90,15.53,2.46,6.624,379,2018
Gl_725_A_b,Gl 725 A b,Gl_725_A,0.068,0,90,11.2201,1.48,2.78,376.1,2025
Gl_725_B_c,Gl 725 B c,Gl_725_B,0.139,0,90,37.9,1.66,3.4,215,2026
Gliese_12_b,Gliese 12 b,Gliese_12,0.067,0.24,89.25,12.7614,0.93,0.95,314.6,2024
Gliese_48_b,Gliese 48 b,Gliese_48,0.1752,0,89.3,39.6299,2.77,8.11,271,2026
HAT_P_1_b,HAT-P-1 b,HAT_P_1,0.05561,0,85.634,4.4653,14.7847,166.861,1322,2006
HAT_P_11_b,HAT-P-11 b,HAT_P_11,0.05258,0.251,89.027,4.888,4.36,25,838,2010
HAT_P_11_c,HAT-P-11 c,HAT_P_11,4.1,0.652,33.1,3361,13.2,851.78,91.58,2018
HAT_P_12_b,HAT-P-12 b,HAT_P_12,0.0384,0,89,3.21306,10.749,67.059,963,2009
HAT_P_13_b,HAT-P-13 b,HAT_P_13,0.04383,0.0133,83.4,2.91625,14.258,270.462,1740,2009
HAT_P_13_c,HAT-P-13 c,HAT_P_13,1.258,0.6616,90,446.27,12.3,4538.42,340,2009
HAT_P_14_b,HAT-P-14 b,HAT_P_14,0.0596,0.11,83.5,4.62767,15.9168,1093.34,1624,2010
HAT_P_15_b,HAT-P-15 b,HAT_P_15,0.0965,0.19,89.1,10.8635,11.8815,616.59,904,2010
HAT_P_16_b,HAT-P-16 b,HAT_P_16,0.0413,0.0462,88.4,2.77597,14.6838,1341.56,1566,2010
HAT_P_17_b,HAT-P-17 b,HAT_P_17,0.0892,0.35,89.2,10.3385,11.7695,184.341,800,2012
HAT_P_17_c,HAT-P-17 c,HAT_P_17,5.6,0.39,90,5584,13.1,1080.6,99.59,2012
HAT_P_18_b,HAT-P-18 b,HAT_P_18,0.0559,0.03,88.66,5.50803,10.7046,55.5246,841,2010
HAT_P_19_b,HAT-P-19 b,HAT_P_19,0.04599,0.07,89.52,4.00878,11.2987,88.0385,981.2,2010
HAT_P_2_b,HAT-P-2 b,HAT_P_2,0.06814,0.5172,86.16,5.63352,10.6598,2866.81,1540,2007
HAT_P_2_c,HAT-P-2 c,HAT_P_2,-1,0.37,90,8500,12.4,3400.76,-1,2023
HAT_P_20_b,HAT-P-20 b,HAT_P_20,0.0361,0.015,86.8,2.87532,9.718,2302.9,970,2010
HAT_P_21_b,HAT-P-21 b,HAT_P_21,0.05037,0.23,87.2,4.12448,12.442,1547.83,1367,2010
HAT_P_22_b,HAT-P-22 b,HAT_P_22,0.0414,0.02,86.9,3.21222,12.8903,785.04,1463,2010
HAT_P_23_b,HAT-P-23 b,HAT_P_23,0.0232,0.106,85.1,1.21288,15.334,664.237,2056,2010
HAT_P_24_b,HAT-P-24 b,HAT_P_24,0.04651,0.07,88.6,3.35524,14.5717,238.373,1637,2010
HAT_P_25_b,HAT-P-25 b,HAT_P_25,0.0466,0.023,88.22,3.65282,12.7222,180.845,1182,2012
HAT_P_26_b,HAT-P-26 b,HAT_P_26,0.04748,0.12,88.6,4.23452,7.06167,22.2481,1080,2010
HAT_P_27_b,HAT-P-27 b,HAT_P_27,0.04,0,85,3.03958,11.43,197.05,1091.99,2011
HAT_P_28_b,HAT-P-28 b,HAT_P_28,0.0434,0.051,88,3.25721,13.585,198.953,1384,2011
HAT_P_29_b,HAT-P-29 b,HAT_P_29,0.0667,0.09,87.1,5.72319,13.1145,279.69,1281,2011
HAT_P_3_b,HAT-P-3 b,HAT_P_3,0.03866,0,87.24,2.8997,10.5365,206.589,1189,2007
HAT_P_30_b,HAT-P-30 b,HAT_P_30,0.0419,0.04,83.6,2.8106,16.141,263.799,1630,2011
HAT_P_31_b,HAT-P-31 b,HAT_P_31,0.061,0.25,87.1,5.00542,12.2178,721.474,1450,2011
HAT_P_32_b,HAT-P-32 b,HAT_P_32,0.03397,0.159,88.98,2.15001,22.1938,216.124,1835.7,2011
HAT_P_33_b,HAT-P-33 b,HAT_P_33,0.04995,0,87.2,3.47447,20.7367,292.404,1782,2011
HAT_P_34_b,HAT-P-34 b,HAT_P_34,0.06774,0.432,87.1,5.45265,13.4172,1058.37,1520,2011
HAT_P_35_b,HAT-P-35 b,HAT_P_35,0.04978,0.02,87.3,3.64671,14.9304,335.628,1581,2011
HAT_P_36_b,HAT-P-36 b,HAT_P_36,0.0241,0.063,87.13,1.32735,14.3139,587.413,1780.97,2011
HAT_P_37_b,HAT-P-37 b,HAT_P_37,0.0379,0.058,86.9,2.79744,13.204,371.528,1271,2011
HAT_P_38_b,HAT-P-38 b,HAT_P_38,0.0523,0.067,88.3,4.64038,9.247,84.857,1082,2012
HAT_P_39_b,HAT-P-39 b,HAT_P_39,0.0509,0,87,3.54387,17.609,190.372,1752,2012
HAT_P_4_b,HAT-P-4 b,HAT_P_4,0.04438,0,89.91,3.05654,14.28,213.255,1686,2007
HAT_P_40_b,HAT-P-40 b,HAT_P_40,0.0608,0,88.3,4.45724,17.0377,152.558,1770,2012
HAT_P_41_b,HAT-P-41 b,HAT_P_41,0.04258,0,87.7,2.69405,22.9784,378.218,1941,2012
HAT_P_42_b,HAT-P-42 b,HAT_P_42,0.0575,0,85.9,4.64188,14.348,331.801,1428,2012
HAT_P_43_b,HAT-P-43 b,HAT_P_43,0.0444,0,88.7,3.33264,13.63,210.395,1353,2012
HAT_P_44_b,HAT-P-44 b,HAT_P_44,0.0507,0.044,89.1,4.30122,13.922,111.871,1108,2014
HAT_P_44_c,HAT-P-44 c,HAT_P_44,1.752,0.494,90,872.2,13,1271.3,187.92,2014
HAT_P_45_b,HAT-P-45 b,HAT_P_45,0.0452,0.049,87.8,3.12899,15.984,283.492,1652,2014
HAT_P_46_b,HAT-P-46 b,HAT_P_46,0.0577,0.123,85.5,4.46313,14.392,156.684,1458,2014
HAT_P_47_b,HAT-P-47 b,HAT_P_47,-1,0,84.56,4.73217,14.7174,65.4727,1605,2026
HAT_P_49_b,HAT-P-49 b,HAT_P_49,0.04378,0,86.2,2.69155,17.8223,699.226,2131,2014
HAT_P_5_b,HAT-P-5 b,HAT_P_5,0.04073,0,86.75,2.78849,13.5629,311.473,1517,2007
HAT_P_50_b,HAT-P-50 b,HAT_P_50,0.0453,0.115,83.65,3.12201,14.4372,429.07,1862,2015
HAT_P_51_b,HAT-P-51 b,HAT_P_51,0.05042,0.07,89.28,4.21802,13.5068,97.5733,1168.2,2015
HAT_P_52_b,HAT-P-52 b,HAT_P_52,0.03694,0.047,87.02,2.7536,11.3099,259.985,1218,2015
HAT_P_53_b,HAT-P-53 b,HAT_P_53,0.03159,0.134,86.2,1.96162,14.7735,471.66,1778,2015
HAT_P_54_b,HAT-P-54 b,HAT_P_54,0.04117,0.074,87.04,3.79985,10.5813,241.551,818,2015
HAT_P_55_b,HAT-P-55 b,HAT_P_55,0.04628,0.17,86.8,3.58523,14.8407,189.426,1367,2015
HAT_P_56_b,HAT-P-56 b,HAT_P_56,0.0423,0.29,82.13,2.79083,16.9256,734.187,1840,2015
HAT_P_57_b,HAT-P-57 b,HAT_P_57,0.0406,0,88.26,2.4653,19.5037,448.14,2200,2015
HAT_P_58_b,HAT-P-58 b,HAT_P_58,0.04994,0.073,85.64,4.01384,14.9304,118.232,1622,2021
HAT_P_59_b,HAT-P-59 b,HAT_P_59,0.05064,0.03,85.18,4.14198,12.5877,489.456,1277.8,2021
HAT_P_6_b,HAT-P-6 b,HAT_P_6,0.05239,0,85.51,3.85298,16.5893,419.536,1675,2007
HAT_P_60_b,HAT-P-60 b,HAT_P_60,0.06277,0.25,83.75,4.79478,18.2818,182.434,1772,2021
HAT_P_61_b,HAT-P-61 b,HAT_P_61,0.0301,0.113,83.62,1.90231,10.0769,335.945,1505,2021
HAT_P_62_b,HAT-P-62 b,HAT_P_62,0.03772,0.101,87.93,2.64532,12.0272,241.867,1512,2021
HAT_P_63_b,HAT-P-63 b,HAT_P_63,0.04294,0.069,88.45,3.37773,12.5428,195.147,1237,2021
HAT_P_64_b,HAT-P-64 b,HAT_P_64,0.05387,0.101,88.01,4.00723,19.0889,184.34,1766,2021
HAT_P_65_b,HAT-P-65 b,HAT_P_65,0.04042,0.304,88.3,2.60545,18.0577,176.077,1818,2016
HAT_P_66_b,HAT-P-66 b,HAT_P_66,0.04363,0.09,86.2,2.97209,17.8223,248.861,1896,2016
HAT_P_67_b,HAT-P-67 b,HAT_P_67,0.06505,0,88.8,4.81011,23.9872,143.023,1903,2017
HAT_P_68_b,HAT-P-68 b,HAT_P_68,0.02996,0.041,88.73,2.29841,12.016,230.109,1027.8,2020
HAT_P_69_b,HAT-P-69 b,HAT_P_69,0.06555,0,87.19,4.78695,18.7863,1137.83,1930,2019
HAT_P_7_b,HAT-P-7 b,HAT_P_7,0.03809,0,83.11,2.20474,16.9256,584.807,2733,2008
HAT_P_70_b,HAT-P-70 b,HAT_P_70,0.04739,0,96.5,2.74432,20.9608,2154.89,2562,2019
HAT_P_8_b,HAT-P-8 b,HAT_P_8,0.04496,0,87.8,3.07634,15.6926,406.822,1713,2008
HAT_P_9_b,HAT-P-9 b,HAT_P_9,0.05287,0.084,86.44,3.92281,15.6141,238.055,1540,2008
HATS_1_b,HATS-1 b,HATS_1,0.0444,0.12,85.6,3.44646,14.594,589.55,1359,2012
HATS_10_b,HATS-10 b,HATS_10,0.04491,0.501,87.79,3.31285,10.8615,167.179,1407,2015
HATS_11_b,HATS-11 b,HATS_11,0.0507,0.34,89.03,3.61919,18.03,263.799,1596,2016
HATS_12_b,HATS-12 b,HATS_12,0.0441,0.085,82.27,3.1427,7.76,759.614,1446,2016
HATS_13_b,HATS-13 b,HATS_13,0.04057,0.181,88.55,3.04405,13.5853,172.582,1244,2015
HATS_14_b,HATS-14 b,HATS_14,0.03815,0.142,88.83,2.76676,11.6462,340.396,1276,2015
HATS_15_b,HATS-15 b,HATS_15,0.02712,0.126,87.13,1.74749,12.3859,689.691,1505,2016
HATS_16_b,HATS-16 b,HATS_16,0.03744,0,83.53,2.6865,14.5717,1039.3,1592,2016
HATS_17_b,HATS-17 b,HATS_17,0.1308,0.029,89.08,16.2546,8.70939,425.257,814,2016
HATS_18_b,HATS-18 b,HATS_18,0.0174,0.166,85.29,0.83784,14.8968,629.144,2069.48,2016
HATS_2_b,HATS-2 b,HATS_2,0.02317,0,87.83,1.35413,12.5765,435.425,1550,2013
HATS_22_b,HATS-22 b,HATS_22,0.05025,0.079,87.96,4.72281,10.6822,870.854,858,2017
HATS_23_b,HATS-23 b,HATS_23,0.03397,0.114,81.02,2.16052,20.8487,467.21,1654,2017
HATS_24_b,HATS-24 b,HATS_24,0.0238,0,85.97,1.3485,15.6366,718.296,2166,2017
HATS_25_b,HATS-25 b,HATS_25,0.05163,0.176,86.93,4.29864,14.1233,194.83,1277,2016
HATS_26_b,HATS-26 b,HATS_26,0.04735,0.245,86.2,3.30239,19.6157,206.589,1918,2016
HATS_27_b,HATS-27 b,HATS_27,0.0611,0.581,87.3,4.63704,16.8135,168.45,1659,2016
HATS_28_b,HATS-28 b,HATS_28,0.04131,0.202,86.17,3.18108,13.3835,213.582,1253,2016
HATS_29_b,HATS-29 b,HATS_29,0.05475,0.158,87.37,4.60587,14.0225,207.543,1212,2016
HATS_3_b,HATS-3 b,HATS_3,0.0485,0,86.2,3.54785,15.48,340.382,1648,2013
HATS_30_b,HATS-30 b,HATS_30,0.04354,0.096,86.84,3.17435,13.1706,224.388,1414,2016
HATS_31_b,HATS-31 b,HATS_31,0.0478,0.233,85,3.37796,18.3828,279.69,1823,2016
HATS_32_b,HATS-32 b,HATS_32,0.04024,0.471,87.1,2.81265,14,292.404,1437,2016
HATS_33_b,HATS-33 b,HATS_33,0.03727,0.08,87.62,2.54956,13.7871,378.853,1429,2016
HATS_34_b,HATS-34 b,HATS_34,0.03165,0.108,82.73,2.10616,14.3699,302.255,1431.2,2016
HATS_35_b,HATS-35 b,HATS_35,0.03199,0.306,86.9,1.821,16.41,388.388,2037,2016
HATS_36_b,HATS-36 b,HATS_36,0.0523,0.105,87.61,4.17519,12.92,1022.14,1203,2018
HATS_37_A_b,HATS-37 A b,HATS_37_A,0.04913,0,89.33,4.33154,6.79265,31.4652,1085,2020
HATS_38_b,HATS-38 b,HATS_38,0.05036,0,87.21,4.37502,6.88233,23.5194,1294,2020
HATS_39_b,HATS-39 b,HATS_39,0.06007,0.275,84.98,4.57763,17.5981,200.233,1645,2018
HATS_4_b,HATS-4 b,HATS_4,0.0362,0.013,88.5,2.51673,11.433,420.471,1315,2014
HATS_40_b,HATS-40 b,HATS_40,0.04997,0.312,85.8,3.26427,17.7102,505.35,2101,2018
HATS_41_b,HATS-41 b,HATS_41,0.0583,0.38,80.4,4.19365,14.908,3082.95,1710,2018
HATS_42_b,HATS-42 b,HATS_42,0.03689,0.229,85.1,2.2921,15.6926,597.52,1856,2018
HATS_43_b,HATS-43 b,HATS_43,0.04944,0.173,89.24,4.38885,13.2266,82.9536,1003,2018
HATS_44_b,HATS-44 b,HATS_44,0.03649,0.279,84.65,2.7439,11.96,177.985,1161,2018
HATS_45_b,HATS-45 b,HATS_45,0.05511,0.24,85.61,4.18762,14.4148,222.481,1518,2018
HATS_46_b,HATS-46 b,HATS_46,0.05272,0.559,86.97,4.74237,10.6597,50.2169,1082.1,2018
HATS_47_b,HATS-47 b,HATS_47,0.04269,0.088,87.08,3.9228,12.5205,117.279,852.9,2020
HATS_48_A_b,HATS-48 A b,HATS_48_A,0.03769,0.162,89.58,3.13167,8.9672,77.2327,954.6,2020
HATS_49_b,HATS-49 b,HATS_49,0.04515,0.071,88.27,4.14805,8.57489,112.194,834.8,2020
HATS_5_b,HATS-5 b,HATS_5,0.0542,0.019,89.3,4.76339,10.223,75.323,1025,2014
HATS_50_b,HATS-50 b,HATS_50,0.05046,0.516,87.54,3.8297,12.6662,123.954,1275.39,2017
HATS_51_b,HATS-51 b,HATS_51,0.04639,0.33,87.1,3.34887,15.8047,244.093,1553,2017
HATS_52_b,HATS-52 b,HATS_52,0.02498,0.246,84.7,1.36665,15.4908,711.939,1834,2017
